-0.097705,0.056002,-0.041215,-0.0196,-0.082149,0.021317,0.087146,0.048347,-0.012534,0.034472,-0.050485,-0.11215,0.16246,0.015266,0.022697,0.035974,-0.0071144,-0.056661,0.013603,0.13031,0.07488,0.053182,-0.034701,0.009372,0.084477,0.0565,0.040513,0.041236,-0.011501,0.12651,0.041722,0.013704,-0.10224,0.036607,0.055758,0.0078276,-0.049604,-0.026654,0.031143,-0.004556,-0.021153,0.014907,-0.064334,-0.047151,0.034084,0.0019203,-0.039049,0.024495,0.066908,-0.086781
-0.062141,0.014921,-0.032285,-0.013005,-0.067907,0.00060342,0.060959,0.051672,-0.065734,-0.01261,-0.068123,-0.035859,0.14019,0.031115,-0.018866,0.036656,-0.003712,-0.070234,-0.012868,0.084433,0.053165,0.012783,-0.030884,0.011894,0.030857,0.028165,-0.019654,0.017285,-0.04869,0.11556,0.018096,0.007841,-0.063048,0.038603,0.043218,0.0075742,-0.042988,-0.021794,0.0212,0.00037154,-0.02748,0.016736,-0.039011,-0.019299,0.031456,0.0015447,-0.014043,0.022869,0.062284,-0.095995
-0.045117,0.022122,-0.057197,-0.011831,-0.078135,-0.024661,0.066213,0.1324,-0.070742,0.012242,-0.085953,0.0039336,0.11777,0.071572,-0.0030309,0.088379,-0.01171,-0.079645,-0.020395,0.051157,0.050882,-0.0031412,-0.030648,0.0040658,0.017958,0.032959,-0.059236,-0.023551,-0.054653,0.095503,0.0353,-0.016514,-0.066878,0.031219,0.040091,0.0028331,-0.043458,-0.030753,0.020598,0.0029233,-0.042666,0.010041,-0.043824,-0.023298,0.055051,0.010855,-0.024753,0.023973,0.052789,-0.088624
-0.005769,0.028256,-0.045055,-0.0021432,-0.048247,-0.054751,0.061351,0.1958,-0.047534,0.019541,-0.10127,0.064751,0.041966,0.11447,-0.0026329,0.11303,-0.031012,-0.05024,-0.01602,-0.051147,0.0013341,-0.034024,-0.030254,0.015873,0.0019431,0.062896,-0.095236,-0.090932,-0.06511,0.011643,0.038475,-0.062707,-0.029961,0.0082579,0.00052256,-0.023536,-0.034728,-0.037773,0.017208,0.011146,-0.054226,-0.013765,-0.029842,-0.0045032,0.073796,0.019806,-0.039811,0.032383,0.014728,-0.039524
0.02274,0.003876,-0.056869,-0.0045305,-0.046253,-0.053147,0.021404,0.15861,-0.043237,0.026549,-0.04956,0.078971,-0.00073276,0.077762,0.0079913,0.10763,-0.0089714,-0.044304,-0.024879,-0.036166,0.010126,-0.039442,-0.0037505,-0.020322,-0.032965,-0.0028422,-0.089612,-0.068682,-0.036897,0.0038131,0.031822,-0.036989,-0.015484,-0.003498,0.0059442,-0.0006259,-0.0066843,-0.020345,-0.0046149,0.0046842,-0.034524,-0.0032644,-0.011759,-0.0097663,0.048773,0.018023,-0.0082043,0.003415,0.0061989,-0.02085
0.016772,-0.014954,-0.057836,-0.0023519,-0.036699,-0.027483,-0.0069701,0.090586,-0.055891,0.023744,-0.019428,0.057211,0.0086699,0.040231,0.017308,0.074921,0.0072566,-0.051222,-0.033243,0.013466,0.035258,-0.017863,0.0060836,-0.029206,-0.039693,-0.042578,-0.070222,-0.022167,-0.0099301,0.032597,0.017642,-0.0017161,-0.023312,0.0076917,0.028095,0.019356,-0.0027698,-0.0047497,-0.0034792,-0.0018156,-0.018036,0.01214,-0.0087363,-0.013119,0.021967,0.0083435,0.0079685,-0.011347,0.011638,-0.032364
0.023253,-0.023092,-0.068535,-0.016888,-0.062124,-0.020987,-0.020777,0.040258,-0.030982,0.03009,0.03946,0.027551,-0.00082543,-0.016799,0.020941,0.064944,0.033181,-0.042454,-0.026682,0.062252,0.051389,-0.016283,0.030032,-0.072924,-0.050747,-0.098932,-0.02789,0.019118,0.014057,0.048517,0.020585,0.032489,-0.021788,-0.006347,0.035493,0.044829,0.025925,0.0080942,-0.031678,-0.010237,0.0060804,0.024832,0.0015192,-0.032178,-0.0032652,0.0077847,0.041513,-0.038993,0.021936,-0.021994
-0.0063063,-0.010909,-0.016322,-0.0025042,-0.013771,0.0066093,-0.00786,-0.011656,-0.023324,0.001126,0.006392,-0.0051251,0.022832,-0.010548,0.0043501,0.0031958,0.010776,-0.021266,-0.011511,0.039665,0.025911,0.0072618,0.0039398,-0.012174,-0.008583,-0.028199,-0.0040369,0.022522,0.005366,0.035476,-0.00086547,0.019749,-0.015127,0.010127,0.021259,0.01606,-0.0013983,0.0045922,-0.00040668,-0.0039266,0.0026657,0.012643,-0.0038365,-0.0077957,-0.0063131,-0.0026212,0.010758,-0.0084949,0.013731,-0.022946
-0.026261,-0.012977,-0.019205,-0.00016916,-0.004349,0.039857,-0.025649,-0.074309,-0.018673,0.016653,0.035634,-0.051499,0.040193,-0.045922,0.030666,-0.028803,0.021884,-0.023674,-0.010834,0.099258,0.057132,0.044916,0.0091968,-0.015533,0.0066568,-0.049357,0.03226,0.072321,0.044887,0.064795,-0.0066424,0.052411,-0.03816,0.022544,0.04733,0.032513,-0.004046,0.01692,0.0090767,-0.011196,0.018403,0.025429,-0.011924,-0.018937,-0.028932,-0.012266,0.012068,-0.01898,0.018256,-0.031291
-0.038127,-0.0098781,0.019129,0.0060386,0.030319,0.065429,-0.031855,-0.14672,0.0071906,0.00054719,0.048487,-0.087019,0.035533,-0.073276,0.02419,-0.086414,0.018034,0.0053618,0.0050685,0.096573,0.040174,0.063854,0.0050331,0.0083804,0.029743,-0.027222,0.073798,0.094219,0.058348,0.048376,-0.024263,0.05932,-0.025362,0.02416,0.035891,0.022545,-0.0059026,0.023882,0.017533,-0.010783,0.03141,0.020614,-0.0064823,-0.0072979,-0.048302,-0.021142,0.0062068,-0.012443,0.0085124,-0.014889
-0.041694,-0.0070995,0.080304,0.016531,0.068736,0.058468,-0.0072569,-0.15428,0.0020802,-0.061158,-0.008743,-0.065962,0.041019,-0.042101,-0.034334,-0.12565,-0.01016,0.028791,0.016321,0.014291,-0.021007,0.040829,-0.022924,0.068726,0.045058,0.051512,0.059724,0.053248,0.0018393,0.0092765,-0.047799,0.02009,0.015717,0.02741,-0.0076013,-0.019446,-0.024948,0.011477,0.032173,0.0028062,0.015989,-0.0016196,0.0048394,0.033301,-0.035741,-0.023158,-0.01303,0.025215,-0.00092665,-0.010185
